,feature_1,feature_2,feature_3,feature_4,feature_5
3021,Holocaust Remembrance Day & anti-Semitism's Stubborn Persistence | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13021
3022,Making the GOP a Majority Party: Donald Critchlow’s Advice | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13022
3023,"Red, White, Blue, and Catholic -- Stephen P. White Interview | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13023
3024,Yuval Levin's The Fractured Republic: How To Rebuild Communities | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13024
3025,Native American Climate Refugees: Green Boondoggle | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13025
3026,Donald Trump Foreign Policy -- Sensible and Plausible | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13026
3027,Donald Trump Is Not a Conservative & the GOP Doesn’t Care | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13027
3028,Donald Trump's Primary Victory: Conservatives Must Not Despair | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13028
3029,Trump -- Democrats Fret He Might Win | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13029
3030,Donald Trump & Hillary Clinton: Trump Wins on the Entertainment Factor | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13030
3031,Donald Trump & Hillary Clinton: Disastrous for America | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13031
3032,National Review -- Donate to Support Conservative Principles | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13032
3033,"Re-encountering John Dos Passos, Part V | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13033
3034,Gary Johnson -- Libertarian Party Presidential Candidate’s Moment Is Now | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13034
3035,Donald Trump -- Discontent Was the Key to His Victory | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13035
3036,Voter ID: Jim DeMint Explains His Remarks | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13036
3037,Charles Keating’s Death Part of Iraq Tragedy: Losing Victory Bush Won | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13037
3038,Donald Trump & Hillary Clinton -- No Lesser of Two Evils | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13038
3039,"CFPB Arbitration Rule: Consumers Lose, Lawyers Win | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13039
3040,"Economists & Politicians -- Employment Rises, but Productivity Doesn’t | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13040
3041,Donald Trump’s General Election Prospects -- Can He Win in November? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13041
3042,"Captain America: Superheroes, Dumbed Down | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13042
3043,Donald Trump Strongman: What About Checks & Balances | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13043
3044,Donald Trump — Republican Party’s Nominee Completely Bucks Traditional Standards | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13044
3045,Campus Sexual Assault: Fraternity Gets in Trouble For Being Anti-Assault | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13045
3046,Virginia Tech: Jason Riley Can Speak on Campus After All | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13046
3047,Donald Trump & Republican Politicians: Advice for the Fall Elections | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13047
3048,Donald Trump: Republican Party Should Keep Him at Arm’s Length | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13048
3049,Donald Trump's NAFTA Madness -- Free Trade Helps Economy | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13049
3050,'Rigging' Conspiracy Theories Damage Democracy | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13050
3051,Donald Trump — Republicans Unite Around Him? No Way! | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13051
3052,Transgender Bathrooms & American Democracy's Destruction | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13052
3053,Donald Trump Flip-Flops toward the Center | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13053
3054,‘Never Trump’ - - Chamber of Commerce Economics Has Failed the GOP | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13054
3055,Barack Obama’s Economy: The Ugly Truth | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13055
3056,Benjamin Netanyahu Faces Foreign & Domestic Threats | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13056
3057,Oregon State University -- Required Course in Social Justice Coming Soon | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13057
3058,Father-Daughter Dance Canceled -- School Says 'Not Inclusive' Enough | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13058
3059,"Trump Must Demonstrate a Firm Grasp of Policies on the Economy, Immigration, Trade and Foreign Affairs | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13059
3060,North Carolina Bathroom Law -- Obama Administration Provokes a Legal Crisis | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13060
3061,Trump’s Tax Flip-Flop | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13061
3062,Donald Trump & Hillary Clinton -- Conservatives Loathe Having to Choose | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13062
3063,"Facebook: Conservative News Censored, Gizmodo Reports | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13063
3064,Facebook's War on Conservative Free Speech | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13064
3065,Donald Trump vs. Mitt Romney -- Third-Party Bid for What? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13065
3066,"Obama’s No. 1 Adviser Ben Rhodes: Profile in Sycophancy, Arrogance & Incompetence | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13066
3067,"Jeb Bush, Presidential Candidate -- Sterling in Real Life, Contrary to the Media Narrative | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13067
3068,Jonathan Butler: Hunger Strike Guy from University of Missouri on Women | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13068
3069,New Harvard Blacklist: Single-Sex Groups Sanctioned | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13069
3070,A Third-Party Candidate: How He Could Win | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13070
3071,Captain America: Civil War Is Not a Conservative Manifesto | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13071
3072,Donald Trump -- Conservatives Facing Him Wonder How to Vote | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13072
3073,Britain’s Political Parties -- EU Referendum Looms as an Anti-Political Mood Sweeps the Nation | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13073
3074,"Donald Trump: Businessman Candidate, Like So Many Losers Before Him | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13074
3075,Donald Trump’s Republican Party Will Be Defeated | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13075
3076,Ex-Im Reauthorization -- Senator Shelby Opposes Corporate Welfare | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13076
3077,U.S. Naval Decline: Obama Has Not Been Helpful | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13077
3078,"‘Third Party,’ Independent Candidate: Conservatives Should Explore the Possibility | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13078
3079,"Donald Trump -- Rick Perry, Scott Walker & Republican Politicians Backtrack on Opposition to Trump | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13079
3080,Hillary Clinton — Donald Trump & Bernie Sanders Have Her At a Disadvantage | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13080
3081,Donald Trump & Hillary Clinton: Unsuited for Office but Not Barred by the Constitution | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13081
3082,Transgender Bathrooms -- Title IX & the Justice Department’s Transgender Activism | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13082
3083,Donald Trump Won Because Many Republicans Aren’t Conservative | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13083
3084,Donald Trump -- Hillary Clinton & Obama’s Legacies Are Vulnerable | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13084
3085,"Ben Rhodes & Liberal Elites Spin Stories, Deny Truth | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13085
3086,National Review Webathon -- David French | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13086
3087,Oxford Law Requires Courses to Include Trigger Warnings | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13087
3088,Masculinity -- CBO Study: Young Men Jobless & Incarcerated | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13088
3089,Marco Rubio on Donald Trump: Rubio Will Support the Republican Nominee | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13089
3090,"‘Never Trump’ -- GOP Nominee Escaped Act One, the Movement to Stop Him | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13090
3091,CFPB Binding Arbitration Power Grab | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13091
3092,Jason Riley & Leftism in Academia: Groupthink Stunts Intellectual Growth | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13092
3093,"Marco Rubio, Ted Cruz: What Lies Ahead? | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13093
3094,E-Cigarettes — FDA Tobacco Regulations Encompass Tobacco-Free Products | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13094
3095,Paul Ryan & Donald Trump Meeting: Differences Remain despite Kind Words | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13095
3096,"Immigration -- Elites Support Illegal Immigration, Working Class Suffers | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13096
3097,"Video of Transgender Teen Claire: Tragedy, Not Liberation | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13097
3098,Donald Trump & Conservatives: Trumpism Is Incompatible with Conservatism | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13098
3099,Benghazi Committee & Conservative Activists Feud over Investigation | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13099
3100,Hillary & Gun Rights: She Wants to Abolish Second Amendment | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13100
3101,Immigration: ‘Open Borders’ Republicans Are Few and Far Between | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13101
3102,"Abortion, Punishment & Donald Trump: Doctors Not Mothers Should Be Prosecuted | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13102
3103,"Emily Pothast, The Establishment Author, Defines White Supremacy for Us | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13103
3104,Harvard University Campus Organization Rules Offend Men and Women | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13104
3105,Jonathan Butler -- Hunger Strikes to One-Night Stand Music Videos | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13105
3106,Florida Senate Campaign -- Republican Candidates & Citizen-Legislator Carlos Beruff | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13106
3107,DOJ Sues North Carolina but Cannot Create Third Sex | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13107
3108,Donald Trump’s Constitution: End of the Separation of Powers | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13108
3109,House v. Burwell Decision: Obamacare Spending Controlled by House | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13109
3110,Donald Trump: LIberal Conspiracy Theorist | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13110
3111,Austin Uber Ban: Bad Idea All Around | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13111
3112,Marriage Reduces Poverty & Illness: Statistics on Marital Benefits | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13112
3113,ISIS’s Baghdad Bombings: Three Observations | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13113
3114,Kansas Tax Cuts: Growth Is the Result | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13114
3115,Medicare Insolvency -- Entitlements Crisis Is Ignored by All the Presidential Candidates | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13115
3116,Barack Obama’s Hiroshima Visit: Apology for the Atomic Bomb? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13116
3117,Benghazi Terrorist -- Death Penalty Not Sought by the Justice Department | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13117
3118,Amtrak: Government’s Anti-Constitutional & Bankrupt Railroad | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13118
3119,Donald Trump’s Tax Returns: Delegates Should Abstain If He Won’t Release | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13119
3120,Donald Trump: Conservative Voters Will Shun Him Unless He Changes Completely | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13120
3121,"Donald Trump Holdouts: Few, Strong, Prudent | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13121
3122,Donald Trump -- Rick Perry & the Republican Party Sold Out | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13122
3123,Donald Trump’s Immigration Plan Backfire | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13123
3124,Millennials’ Political Correctness & Fragility Aren’t Good for Anyone | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13124
3125,Hillary Clinton E-mails: Obama Administration May Be Helping Her | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13125
3126,Transgender Students & Title IX -- Obama Administration Rewrites It | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13126
3127,Transgender School Edict: Public Schools Need Conservative Reform | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13127
3128,Leftist Public Schools: Homeschooling Is the Solution | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13128
3129,Iraq -- Obama Administration’s ISIS Policy Needs to Be Strengthened | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13129
3130,Donald Trump: Conservative Voters Have Ample Reason to Reject Him | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13130
3131,"The Cultural Revolution — In China, on Campus | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13131
3132,John McCain 2016 Reelection Fight Tougher than Expected | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13132
3133,University of Oregon’s Bias Response Team Releases Annual Report | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13133
3134,Harvard University's Campus Organization Rules Are Incoherent and Incompetent | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13134
3135,Mary Beard's SPQR: A History of Ancient Rome | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13135
3136,Executive Action & Courts: House Challenges Obamacare Power Grab | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13136
3137,"Bernie Sanders & Millennials: Socialism Is What, Exactly? | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13137
3138,Washington D.C. -- Government Grandiosity | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13138
3139,Sunset Song: Rooted in the Scottish Soil | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13139
3140,"Donald Trump Is a Disrupter, and That's a Good Thing | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13140
3141,Barack Obama -- Transgender-Bathroom Anti-Federalist Push | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13141
3142,"State Economic Outlook -- ALEC’s “Rich State, Poor State” Report | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13142
3143,Abortion & Media Bias - - New Lancet Study Is Misrepresented by Journalists | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13143
3144,Dilma Rousseff Impeached -- Brazil Heads toward Normality | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13144
3145,Donald Trump & 2016 Senate Races -- Threat to the GOP Majority | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13145
3146,‘Never Trump’? ‘Never Hillary’ Trumps It | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13146
3147,Donald Trump & Hillary Clinton’s General Election Race Could Change American Politics Forever | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13147
3148,College Rape Investigations: Due Process Disappearing on Campus | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13148
3149,Donald Trump & Anti-Trump Republicans -- Recriminations Have Already Begun | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13149
3150,Donald Trump’s Tax Returns: See Them Now or GOP Will Pay Later | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13150
3151,Donald Trump & Texas Republicans -- His Candidacy Hurts Hispanic Outreach | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13151
3152,Obama’s Pajama Boy Menagerie | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13152
3153,Bill Clinton’s Economy? 1990s Boom Had Little to Do with It | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13153
3154,Obama Administration’s Transgender Bathrooms ‘Dear Colleague’ Letter is Government Overreach | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13154
3155,Obama’s Transgender Proclamation Is Broad & Dangerous | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13155
3156,Free-Speech Suppression -- Left's Fault | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13156
3157,Bernie Sanders’s Wife & Burlington College: Lesson in Financial Mismanagement | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13157
3158,"Bill Clinton, Hillary Clinton’s Talisman: It Won’t Work | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13158
3159,Climate Change Prosecution -- War on Science | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13159
3160,The Telegraph's Radhika Sanghani Exposes the Sexism of Looking Tired | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13160
3161,Law Schools' anti-Conservative Discrimination & Its Consequences | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13161
3162,Little Sisters: Religious Liberty Wins a Qualified Victory | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13162
3163,Climate Change: Attorneys General Overstep Their Authority | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13163
3164,Koch Brothers Scale Back Campaign Spending: NR Exclusive | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13164
3165,Mark Zuckerberg's Conservative News Problem at Facebook | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13165
3166,Donald Trump & Hillary Clinton: Grim General Election Choice | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13166
3167,Hillary Clinton’s Problem: Barack Obama’s Legacy | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13167
3168,Post-war American Historical Norm Is Gone | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13168
3169,"Harry Potter -- ""Bustle"" Blogger Claims Books Perpetuate Rape Culture | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13169
3170,Stop & Frisk Policing Is Good Gun Control | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13170
3171,Barack Obama’s Foreign Policy Made the World More Dangerous | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13171
3172,Never Trump Never Hillary Maybe None of the Above | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13172
3173,Identity Politics & Race Are Ripping Us Apart | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13173
3174,Donald Trump’s Egypt Air Tweets Benefit Him & Islamists | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13174
3175,Marco Rubio -- Conservative Media Wrongly Compared Him With Barack Obama | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13175
3176,Danube Journal | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13176
3177,"Gun Rights -- New Jersey Violates Second Amendment, So Congress Should Intervene | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13177
3178,Donald Trump's Nomination Changes Social Media Forever | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13178
3179,"Austin Petersen, Pro-Life Libertarian Candidate | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13179
3180,"Overtime Regulations: Obama Administration Interference Burdens Employers, Employees | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13180
3181,GMO Crop Safety: Reports Show They Are Harmless | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13181
3182,Justin Trudeau Elbows Canadian MP -- His Honeymoon Is Officially Over | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13182
3183,School Choice & Race -- Desegregation Measure from 1972 Has Unintended Consequences | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13183
3184,Donald Trump’s Supreme Court List: Be Cautiously Optimistic | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13184
3185,Bubble Gun Toy = Suspension for a Five-Year-Old | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13185
3186,"Budweiser & Craft Beer: This Bud’s for You, America | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13186
3187,Socialism: Hugo Chavez’s Venezuela Is a Warning for Bernie Sanders Supporters | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13187
3188,HUD Rule: Suburbs in the Crosshairs in Name of 'Fair Housing' | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13188
3189,Donald Trump’s Anti-Semitic Supporters | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13189
3190,Airport Slowdown: TSA Union Is Behind It | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13190
3191,Donald Trump & Supreme Court: Nominee Shortlist Still Missing | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13191
3192,Criminal-Justice Reform: Facts Make the Strongest Case | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13192
3193,Barbara Jordan’s Immigration Commission: Border Controls & Enforcement Necessary for ‘National Interest’ | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13193
3194,Everybody Has a Sex Gap | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13194
3195,Donald Trump -- Republican Party & Conservatism Are Not Dead Yet | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13195
3196,Donald Trump’s Forest Fire Will Spark New Conservative Movement | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13196
3197,Donald Trump & Criminal-Justice Reform -- He Should Oppose It | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13197
3198,Hillary Clinton -- Foreign Policy & Immigration Incoherence | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13198
3199,Election 2016: Polls Predict Tightening Presidential Race | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13199
3200,Donald Trump -- Hillary Clinton Should Beware the Bernie Sanders Factor | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13200
3201,Redskins Doesn’t Offend Native Americans. Leftists Ignore Them. | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13201
3202,Anti-Trump Progressives Up Efforts in D.C. | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13202
3203,The Left’s War on Women | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13203
3204,North Carolina School -- Valedictorian 'Competition' Hurts Students | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13204
3205,Donald Trump & Republican Nomination -- I Still Won't Vote for Him | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13205
3206,Boris Johnson’s Erdogan Limerick: Turkish President Mocked in Verse | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13206
3207,Diversity-Training Stereotypes -- The Cure Is Now Worse than the Disease | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13207
3208,Hillary Clinton & Bernie Sanders Are In a Democrat Civil War | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13208
3209,"Donald Trump Supporters -- Conservatives, Scorned by Them, Wait to Rebuild | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13209
3210,Trump's VP: Who's the Best Pick? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13210
3211,Donald Trump & NRA Endorsement -- Trump Thanks Gun Owners at Louisville Convention | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13211
3212,Jesus’ Dog? Eden: The Animals’ Parable | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13212
3213,Transgender Identity & Biology: Gender Isn’t Just a Social Construct | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13213
3214,Page not found | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13214
3215,Global Warming & Transgenders: Liberals Deny Science When It Suits Them | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13215
3216,Conservatism: Middle-Class Appeal Is Needed | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13216
3217,"Texas Immigration Case: Department of Justice Lawyers Misled Court, Rebuked by Judge | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13217
3218,Donald Trump -- Senate 2016 Contenders in His Mold | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13218
3219,Kristina Arriaga de Bucholz & Religious Freedom -- Interview | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13219
3220,Immigration: Federal Judge Andrew Hanen Sanctions 'Unethical' Justice Department | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13220
3221,Neighbors 2 vs. Love & Friendship | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13221
3222,'Ferguson Effect' on Murder Rates: Real & Deadly | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13222
3223,Beyonce's Ivy Park Sweatshop Labor Helps Poor | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13223
3224,Progressives' Pressure on Business -- CEOs Must Resist | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13224
3225,Sentencing Reform -- Crime Problem in America Won't Be Helped by It | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13225
3226,Bernie Sanders Delegates Worried by Nevada Convention Chaos | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13226
3227,Donald Trump -- Free Market Think Tanks: Pitch Trump Their Best Ideas | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13227
3228,Donald Trump & Bernie Sanders Are Pulling American Politics to the Left | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13228
3229,Voter Education: Futile Exercise of Good Intentions | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13229
3230,High-Speed Rail in California Is a Boondoggle | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13230
3231,2017 Presidential Inaugural Address -- What Donald Trump Won’t Say | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13231
3232,Mitt Romney Third-Party Campaign for President -- America Needs Mitt | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13232
3233,Hillary’s Sputtering Campaign | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13233
3234,Donald Trump Cabinet Picks Convention Announcement: Legal? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13234
3235,"Freddie Gray Verdict Just, Marilyn Mosby Conduct Shameful | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13235
3236,#NeverTrump Wrong: Beat Hillary Clinton | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13236
3237,Hillary Clinton — Democratic Party's Default Candidate Is Not a Good One | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13237
3238,Freddie Gray Verdict Is a Blow for Justice | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13238
3239,Freddie Gray Trial -- Police Officer Edward Nero Acquitted of Charges | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13239
3240,"Conservatives, Republicans, & Donald Trump | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,13240
3241,Oberlin College: Student Life is Hard Enough Without Grades and Exams | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13241
3242,The Fractured Republic -- Yuval Levin Interview | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,13242
